Date;Region;Symbol;SessionUTC;AnalysisUTC;Version;Up;Down;ReferenciaBias;TCIM_Vies;TCIM_Score;TCIM_Motivos;TCIM_Alertas;Erro
11/09/2025;Europe;EURUSD;2025-09-11T07:00:00+00:00;2025-09-11T06:30:00+00:00;1.2.2;-0.3599;0.1163;VENDA;FORA;-0.5;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: slope neutro.) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Moderado (ADX=14.6 entre 14-22 (+1).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
10/09/2025;America;XAUUSD;2025-09-10T13:30:00+00:00;2025-09-10T13:15:00+00:00;1.2.3;0.1001;0.0802;COMPRA;FORA;1.0;"Tendência: Alta moderada (EMAs apontando para cima, mas preço perdeu uma das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Neutro (Preço abaixo da VWAP (-1).; Preço acima da EMA50 (+0.5).) | Impulso: Fraco (ADX=17.4 abaixo de 22 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
10/09/2025;Asia;USDJPY;2025-09-10T00:00:00+00:00;2025-09-09T23:30:00+00:00;1.2.1;0.014;0.0809;VENDA;FORA;1.0;"Tendência: Alta (Slope EMA20/EMA50 positivos e preço sustentado acima das médias.; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço acima da EMA50 (+0.5).; Preco esticado > 1.5x ATR distante da EMA50 (-1).) | Impulso: Forte (ADX=22.6 acima de 20 (+2).) | Mitigação: Atenção: mercado travado (Candle atual < 0.8x ATR (-1).)";Contexto: preço afastado demais da média (risco de correção). | Baixa volatilidade: range < 0.8x ATR.;
10/09/2025;Europe;EURUSD;2025-09-10T07:00:00+00:00;2025-09-10T06:30:00+00:00;1.2.2;0.1498;0.119;COMPRA;COMPRA;2.5;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: slope neutro.) | Contexto: Favorável (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).) | Impulso: Moderado (ADX=18.5 entre 14-22 (+1).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
09/09/2025;America;XAUUSD;2025-09-09T13:30:00+00:00;2025-09-09T13:15:00+00:00;1.2.3;0.1063;0.0851;COMPRA;FORA;1.0;"Tendência: Alta moderada (EMAs apontando para cima, mas preço perdeu uma das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Neutro (Preço abaixo da VWAP (-1).; Preço acima da EMA50 (+0.5).) | Impulso: Fraco (ADX=14.2 abaixo de 22 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
09/09/2025;Asia;USDJPY;2025-09-09T00:00:00+00:00;2025-09-08T23:30:00+00:00;1.2.1;-0.2419;0.0933;VENDA;VENDA;-3.0;"Tendência: Baixa (Slope EMA20/EMA50 negativos e preço abaixo das médias.; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).; Preco esticado > 1.5x ATR distante da EMA50 (-1).) | Impulso: Forte (ADX=27.9 acima de 20 (+2).) | Mitigação: Atenção: mercado travado (Candle atual < 0.8x ATR (-1).)";Contexto: preço afastado demais da média (risco de correção). | Baixa volatilidade: range < 0.8x ATR.;
09/09/2025;Europe;EURUSD;2025-09-09T07:00:00+00:00;2025-09-09T06:30:00+00:00;1.2.2;0.0912;0.1235;VENDA;COMPRA;2.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).; Preco esticado > 1.9x ATR distante da EMA50 (-1).) | Impulso: Moderado (ADX=19.2 entre 14-22 (+1).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Contexto: preço afastado demais da média (risco de correção).;
08/09/2025;America;XAUUSD;2025-09-08T13:30:00+00:00;2025-09-08T13:15:00+00:00;1.2.3;0.1003;-0.6608;COMPRA;FORA;0.0;"Tendência: Alta (Slope EMA20/EMA50 positivos e preço sustentado acima das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).; Preco esticado > 2.5x ATR distante da EMA50 (-1).; Distancia > 3.0x ATR -> sinal vetado.) | Impulso: Forte (ADX=45.2 acima de 30 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.; Mitigação forte: contexto esticado com score elevado. Sinal vetado.)";Contexto: preço afastado demais da média (risco de correção). | Contexto extremo: afastamento excedeu limite configurado. Sinal cancelado. | Sinal vetado por mitigação (preço afastado + score alto).;
08/09/2025;Asia;USDJPY;2025-09-08T00:00:00+00:00;2025-09-07T23:30:00+00:00;1.2.1;-0.0839;0.0822;VENDA;COMPRA;2.0;"Tendência: Alta (Slope EMA20/EMA50 positivos e preço sustentado acima das médias.; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).; Preco esticado > 1.5x ATR distante da EMA50 (-1).) | Impulso: Forte (ADX=30.7 acima de 20 (+2).) | Mitigação: Risco: volatilidade extrema (Candle atual > 2.0x ATR (-2).)";Contexto: preço afastado demais da média (risco de correção). | Volatilidade excessiva detectada (candle > 2.0x ATR).;
08/09/2025;Europe;EURUSD;2025-09-08T07:00:00+00:00;2025-09-08T06:30:00+00:00;1.2.2;0.0919;0.1092;VENDA;COMPRA;3.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Favorável (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).) | Impulso: Moderado (ADX=14.7 entre 14-22 (+1).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
05/09/2025;America;XAUUSD;2025-09-05T13:30:00+00:00;2025-09-05T13:15:00+00:00;1.2.3;0.132;0.1034;COMPRA;FORA;0.0;"Tendência: Baixa moderada (Tendência de baixa nos slopes, porém preço tenta se manter acima.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Favorável (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).) | Impulso: Fraco (ADX=18.3 abaixo de 22 (0).) | Mitigação: Atencao: pavio exagerado (Volatilidade dentro do intervalo esperado.; Pavio exagerado no candle atual (-1).)";Mitigacao: pavio exagerado no candle atual.;
05/09/2025;Asia;USDJPY;2025-09-05T00:00:00+00:00;2025-09-04T23:30:00+00:00;1.2.1;0.118;0.0818;COMPRA;FORA;0.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Neutro (Preço abaixo da VWAP (-1).; Preço acima da EMA50 (+0.5).) | Impulso: Fraco (ADX=14.8 abaixo de 15 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
05/09/2025;Europe;EURUSD;2025-09-05T07:00:00+00:00;2025-09-05T06:30:00+00:00;1.2.2;0.0918;0.1673;VENDA;COMPRA;2.5;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: slope neutro.) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).; Preco esticado > 1.9x ATR distante da EMA50 (-1).) | Impulso: Forte (ADX=27.9 acima de 22 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Contexto: preço afastado demais da média (risco de correção).;
04/09/2025;America;XAUUSD;2025-09-04T13:30:00+00:00;2025-09-04T13:15:00+00:00;1.2.3;0.1014;0.0861;COMPRA;COMPRA;2.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Favorável (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).) | Impulso: Fraco (ADX=17.5 abaixo de 22 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
04/09/2025;Asia;USDJPY;2025-09-04T00:00:00+00:00;2025-09-03T23:30:00+00:00;1.2.1;0.1014;-0.1061;COMPRA;FORA;1.0;"Tendência: Baixa moderada (Tendência de baixa nos slopes, porém preço tenta se manter acima.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Moderado (ADX=17.1 entre 15-20 (+1).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
04/09/2025;Europe;EURUSD;2025-09-04T07:00:00+00:00;2025-09-04T06:30:00+00:00;1.2.2;0.1037;0.0972;COMPRA;FORA;-0.5;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: slope neutro.) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Moderado (ADX=17.0 entre 14-22 (+1).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
03/09/2025;America;XAUUSD;2025-09-03T13:30:00+00:00;2025-09-03T13:15:00+00:00;1.2.3;0.1036;0.0837;COMPRA;COMPRA;2.5;"Tendência: Alta (Slope EMA20/EMA50 positivos e preço sustentado acima das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).; Preco esticado > 2.5x ATR distante da EMA50 (-1).) | Impulso: Fraco (ADX=17.7 abaixo de 22 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Contexto: preço afastado demais da média (risco de correção).;
03/09/2025;Asia;USDJPY;2025-09-03T00:00:00+00:00;2025-09-02T23:30:00+00:00;1.2.1;0.1047;0.1516;VENDA;FORA;1.5;"Tendência: Alta (Slope EMA20/EMA50 positivos e preço sustentado acima das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Neutro (Preço abaixo da VWAP (-1).; Preço acima da EMA50 (+0.5).) | Impulso: Fraco (ADX=11.9 abaixo de 15 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
03/09/2025;Europe;EURUSD;2025-09-03T07:00:00+00:00;2025-09-03T06:30:00+00:00;1.2.2;0.0972;-0.0778;COMPRA;FORA;1.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Moderado (ADX=18.9 entre 14-22 (+1).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
02/09/2025;America;XAUUSD;2025-09-02T13:30:00+00:00;2025-09-02T13:15:00+00:00;1.2.3;0.1104;-0.9992;COMPRA;COMPRA;2.0;"Tendência: Baixa moderada (Tendência de baixa nos slopes, porém preço tenta se manter acima.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Favorável (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).) | Impulso: Moderado (ADX=22.7 entre 22-30 (+1).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
02/09/2025;Asia;USDJPY;2025-09-02T00:00:00+00:00;2025-09-01T23:30:00+00:00;1.2.1;0.1;0.0811;COMPRA;COMPRA;2.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Neutro (Preço abaixo da VWAP (-1).; Preço acima da EMA50 (+0.5).) | Impulso: Forte (ADX=23.8 acima de 20 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
02/09/2025;Europe;EURUSD;2025-09-02T07:00:00+00:00;2025-09-02T06:30:00+00:00;1.2.2;0.0979;-0.3622;COMPRA;FORA;0.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: slope neutro.) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).; Preco esticado > 1.9x ATR distante da EMA50 (-1).) | Impulso: Forte (ADX=26.6 acima de 22 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Contexto: preço afastado demais da média (risco de correção).;
01/09/2025;America;XAUUSD;2025-09-01T13:30:00+00:00;2025-09-01T13:15:00+00:00;1.2.3;0.1007;0.0814;COMPRA;FORA;0.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Neutro (Preço abaixo da VWAP (-1).; Preço acima da EMA50 (+0.5).) | Impulso: Fraco (ADX=18.5 abaixo de 22 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
01/09/2025;Asia;USDJPY;2025-09-01T00:00:00+00:00;2025-08-31T23:30:00+00:00;1.2.1;0.1041;0.0983;COMPRA;FORA;1.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Favorável (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).) | Impulso: Moderado (ADX=15.3 entre 15-20 (+1).) | Mitigação: Atencao: pavio exagerado (Volatilidade dentro do intervalo esperado.; Pavio exagerado no candle atual (-1).)";Mitigacao: pavio exagerado no candle atual.;
01/09/2025;Europe;EURUSD;2025-09-01T07:00:00+00:00;2025-09-01T06:30:00+00:00;1.2.2;0.0942;-0.4734;COMPRA;FORA;0.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).; Preco esticado > 1.9x ATR distante da EMA50 (-1).; Distancia > 3.0x ATR -> sinal vetado.) | Impulso: Forte (ADX=22.1 acima de 22 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Contexto: preço afastado demais da média (risco de correção). | Contexto extremo: afastamento excedeu limite configurado. Sinal cancelado.;
29/08/2025;America;XAUUSD;2025-08-29T13:30:00+00:00;2025-08-29T13:15:00+00:00;1.2.3;0.1008;-0.4978;COMPRA;FORA;1.0;"Tendência: Baixa moderada (Tendência de baixa nos slopes, porém preço tenta se manter acima.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Favorável (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).) | Impulso: Fraco (ADX=17.6 abaixo de 22 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
29/08/2025;Asia;USDJPY;2025-08-29T00:00:00+00:00;2025-08-28T23:30:00+00:00;1.2.1;-0.1951;0.0853;VENDA;FORA;0.0;"Tendência: Baixa moderada (Tendência de baixa nos slopes, porém preço tenta se manter acima.; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Forte (ADX=21.1 acima de 20 (+2).) | Mitigação: Atenção: mercado travado (Candle atual < 0.8x ATR (-1).)";Baixa volatilidade: range < 0.8x ATR.;
29/08/2025;Europe;EURUSD;2025-08-29T07:00:00+00:00;2025-08-29T06:30:00+00:00;1.2.2;0.0995;0.1437;VENDA;FORA;1.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Forte (ADX=25.1 acima de 22 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
28/08/2025;America;XAUUSD;2025-08-28T13:30:00+00:00;2025-08-28T13:15:00+00:00;1.2.3;0.1056;0.0863;COMPRA;COMPRA;3.5;"Tendência: Alta (Slope EMA20/EMA50 positivos e preço sustentado acima das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).; Preco esticado > 2.5x ATR distante da EMA50 (-1).) | Impulso: Moderado (ADX=29.3 entre 22-30 (+1).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Contexto: preço afastado demais da média (risco de correção).;
28/08/2025;Asia;USDJPY;2025-08-28T00:00:00+00:00;2025-08-27T23:30:00+00:00;1.2.1;0.1127;-0.2127;COMPRA;FORA;-1.5;"Tendência: Baixa (Slope EMA20/EMA50 negativos e preço abaixo das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).; Preco esticado > 1.5x ATR distante da EMA50 (-1).) | Impulso: Forte (ADX=31.8 acima de 20 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Contexto: preço afastado demais da média (risco de correção).;
28/08/2025;Europe;EURUSD;2025-08-28T07:00:00+00:00;2025-08-28T06:30:00+00:00;1.2.2;0.0921;0.0955;VENDA;FORA;0.5;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: slope neutro.) | Contexto: Neutro (Preço abaixo da VWAP (-1).; Preço acima da EMA50 (+0.5).) | Impulso: Forte (ADX=23.9 acima de 22 (+2).) | Mitigação: Atenção: mercado travado (Candle atual < 0.7x ATR (-1).)";Baixa volatilidade: range < 0.7x ATR.;
27/08/2025;America;XAUUSD;2025-08-27T13:30:00+00:00;2025-08-27T13:15:00+00:00;1.2.3;0.1293;-0.7699;COMPRA;VENDA;-2.0;"Tendência: Baixa (Slope EMA20/EMA50 negativos e preço abaixo das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Moderado (ADX=23.7 entre 22-30 (+1).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
27/08/2025;Asia;USDJPY;2025-08-27T00:00:00+00:00;2025-08-26T23:30:00+00:00;1.2.1;0.1069;0.099;COMPRA;FORA;0.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Fraco (ADX=11.4 abaixo de 15 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
27/08/2025;Europe;EURUSD;2025-08-27T07:00:00+00:00;2025-08-27T06:30:00+00:00;1.2.2;0.0921;0.1253;VENDA;FORA;0.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: slope neutro.) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).; Preco esticado > 1.9x ATR distante da EMA50 (-1).; Distancia > 3.0x ATR -> sinal vetado.) | Impulso: Forte (ADX=40.2 acima de 22 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Contexto: preço afastado demais da média (risco de correção). | Contexto extremo: afastamento excedeu limite configurado. Sinal cancelado.;
26/08/2025;America;XAUUSD;2025-08-26T13:30:00+00:00;2025-08-26T13:15:00+00:00;1.2.3;0.1017;0.0951;COMPRA;COMPRA;2.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Favorável (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).) | Impulso: Fraco (ADX=11.4 abaixo de 22 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
26/08/2025;Asia;USDJPY;2025-08-26T00:00:00+00:00;2025-08-25T23:30:00+00:00;1.2.1;0.014;0.0826;VENDA;COMPRA;2.0;"Tendência: Alta (Slope EMA20/EMA50 positivos e preço sustentado acima das médias.; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço acima da EMA50 (+0.5).; Preco esticado > 1.5x ATR distante da EMA50 (-1).) | Impulso: Forte (ADX=23.8 acima de 20 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Contexto: preço afastado demais da média (risco de correção).;
26/08/2025;Europe;EURUSD;2025-08-26T07:00:00+00:00;2025-08-26T06:30:00+00:00;1.2.2;0.0922;0.1622;VENDA;FORA;-1.5;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: slope neutro.) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Moderado (ADX=19.3 entre 14-22 (+1).) | Mitigação: Atenção: mercado travado (Candle atual < 0.7x ATR (-1).)";Baixa volatilidade: range < 0.7x ATR.;
25/08/2025;America;XAUUSD;2025-08-25T13:30:00+00:00;2025-08-25T13:15:00+00:00;1.2.3;0.1152;-0.1709;COMPRA;COMPRA;2.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Favorável (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).) | Impulso: Fraco (ADX=11.8 abaixo de 22 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
25/08/2025;Asia;USDJPY;2025-08-25T00:00:00+00:00;2025-08-24T23:30:00+00:00;1.2.1;0.1208;-0.1179;COMPRA;FORA;0.0;"Tendência: Baixa moderada (Tendência de baixa nos slopes, porém preço tenta se manter acima.; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço abaixo da EMA50 (-0.5).; Preco esticado > 1.5x ATR distante da EMA50 (-1).) | Impulso: Forte (ADX=41.0 acima de 20 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Contexto: preço afastado demais da média (risco de correção).;
25/08/2025;Europe;EURUSD;2025-08-25T07:00:00+00:00;2025-08-25T06:30:00+00:00;1.2.2;0.1274;0.093;COMPRA;COMPRA;3.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Favorável (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).) | Impulso: Moderado (ADX=17.8 entre 14-22 (+1).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
22/08/2025;America;XAUUSD;2025-08-22T13:30:00+00:00;2025-08-22T13:15:00+00:00;1.2.3;0.1035;-0.3599;COMPRA;FORA;-1.5;"Tendência: Baixa (Slope EMA20/EMA50 negativos e preço abaixo das médias.; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Fraco (ADX=17.1 abaixo de 22 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
22/08/2025;Asia;USDJPY;2025-08-22T00:00:00+00:00;2025-08-21T23:30:00+00:00;1.2.1;-0.0997;0.0816;VENDA;COMPRA;4.5;"Tendência: Alta (Slope EMA20/EMA50 positivos e preço sustentado acima das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).; Preco esticado > 1.5x ATR distante da EMA50 (-1).) | Impulso: Forte (ADX=23.6 acima de 20 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Contexto: preço afastado demais da média (risco de correção).;
22/08/2025;Europe;EURUSD;2025-08-22T07:00:00+00:00;2025-08-22T06:30:00+00:00;1.2.2;0.0996;0.0996;COMPRA;FORA;0.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).; Preco esticado > 1.9x ATR distante da EMA50 (-1).; Distancia > 3.0x ATR -> sinal vetado.) | Impulso: Forte (ADX=36.0 acima de 22 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Contexto: preço afastado demais da média (risco de correção). | Contexto extremo: afastamento excedeu limite configurado. Sinal cancelado.;
21/08/2025;America;XAUUSD;2025-08-21T13:30:00+00:00;2025-08-21T13:15:00+00:00;1.2.3;0.106;0.0852;COMPRA;VENDA;-3.0;"Tendência: Baixa (Slope EMA20/EMA50 negativos e preço abaixo das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Moderado (ADX=23.2 entre 22-30 (+1).) | Mitigação: Atenção: mercado travado (Candle atual < 0.7x ATR (-1).)";Baixa volatilidade: range < 0.7x ATR.;
21/08/2025;Asia;USDJPY;2025-08-21T00:00:00+00:00;2025-08-20T23:30:00+00:00;1.2.1;-0.0832;0.0801;VENDA;FORA;0.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Moderado (ADX=16.2 entre 15-20 (+1).) | Mitigação: Atenção: mercado travado (Candle atual < 0.8x ATR (-1).)";Baixa volatilidade: range < 0.8x ATR.;
21/08/2025;Europe;EURUSD;2025-08-21T07:00:00+00:00;2025-08-21T06:30:00+00:00;1.2.2;0.0911;0.1019;VENDA;FORA;-0.5;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: slope neutro.) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Moderado (ADX=19.5 entre 14-22 (+1).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
